account_type,currency,user_uuid,bank_uuid,nickname,interest_rate,status,open_date,balance
Saving,GBP,736ba19e-af24-47e4-bb7a-26b21dfb8247,d87ba2ed-9c08-4678-adc6-fe28adc77d98,success,0.07,Active,2023-08-31 23:27:07,90036
Checking,GBP,fc38c081-904a-4ce8-a917-7669e765a52d,e883e00d-1210-48fb-b25f-9602392cd4b0,because,0.03,Active,2023-08-12 15:59:27,58831
Saving,EUR,e0c16541-59a1-49d9-b98a-6cdd47dac8c5,4aaad543-d569-4bd4-8a66-7c7e6bc97e5a,write,0.04,Inactive,2023-06-22 10:30:59,42425
Saving,EUR,2e0cd72a-370b-4521-9afe-78b13a4184b2,8c144f07-b002-4a17-aaf8-19feb4e889ad,big,0.04,Inactive,2023-07-25 07:48:06,15761
Checking,EUR,2c333deb-8ea7-480e-b74a-19ca056c20e8,f24ce5ce-6ef5-42b9-914b-1ba7da6e4f4c,clearly,0.01,Active,2023-05-04 23:32:41,8349
Saving,GBP,dcfe9974-78bd-4771-a199-c714f8749c3e,8e5bcc3a-ff53-4759-9661-ee501110600a,series,0.01,Inactive,2023-05-23 15:03:18,45932
Checking,EUR,9ae5ea14-c180-46f2-8431-9961157ecb19,ff1065d7-6548-4e1e-a1a2-da14440b7469,teacher,0.06,Inactive,2023-10-16 13:17:29,32739
Checking,GBP,40079d89-9471-49b8-8301-2b3a08e834b2,4eea8a84-769b-4fec-b153-831ba511900a,structure,0.03,Active,2023-11-21 16:22:02,70715
Checking,GBP,b624c6e4-ca9f-4c15-80dd-21ff2a94570b,9ce70298-0a53-4f04-b860-ac49fb903f50,worker,0.04,Inactive,2023-07-13 21:31:08,22802
Checking,USD,4bea96c6-6898-42cc-8686-607652b7c06f,9ce70298-0a53-4f04-b860-ac49fb903f50,begin,0.09,Inactive,2023-09-08 01:25:49,75319
Saving,GBP,72e48747-ff0b-4417-ac9e-d2733f373416,42895d93-ff7b-4e69-812b-8bea493184a9,government,0.05,Inactive,2024-03-30 11:33:50,57753
Saving,GBP,43a307e6-d75e-450c-893a-03a636699d02,57162ebf-7275-4379-9f99-cf7e112ebae7,sure,0.03,Inactive,2023-11-05 09:11:25,51779
Checking,USD,7814213e-8e71-4a9f-b51a-4e9caea6ad98,c624ce46-c2c5-4d7e-8c7f-313f790b0864,foot,0.06,Active,2023-05-08 11:47:27,96906
Checking,USD,d92a670b-79c4-47c5-86a3-6b5b367b8cbf,30b7b059-8691-4aa8-b351-0f971b75d7d8,live,0.05,Active,2023-10-31 18:48:51,31879
Saving,GBP,9b78d638-f06e-415c-a71f-07b7002ad1b0,d1735667-0d01-4dc1-b219-4bdda5f0fb4e,ever,0.02,Active,2023-11-27 03:14:30,73544
Saving,EUR,8befd2d9-acf1-4689-a767-b2d24e52e011,4dcbc30f-6af8-4180-b3ce-0b5466f58f02,begin,0.05,Active,2023-12-30 02:30:21,25489
Checking,USD,d3b2fedb-5143-4c2c-9baf-aac3e2c8a9e2,626f9ec2-95ae-4591-8304-78aca38dc67a,film,0.1,Active,2024-01-25 11:52:23,81090
Saving,USD,9bf6f3ab-ec35-4116-96a1-61fcb7091808,8c144f07-b002-4a17-aaf8-19feb4e889ad,plant,0.05,Active,2023-08-19 16:16:03,53730
Checking,GBP,25813192-ee65-46cc-8d21-a65d28bab0e5,e883e00d-1210-48fb-b25f-9602392cd4b0,sure,0.08,Active,2024-03-07 08:41:46,50003
Checking,EUR,1526427a-508f-47b7-965a-86a2578f9cd1,80c51af7-e84e-4ec9-84b6-6466fb9359f4,dinner,0.1,Inactive,2023-08-17 03:41:02,93982
Checking,EUR,fb562e7c-fcea-4be9-9ece-a0fbf30e4e69,9e915fbf-6563-4601-9126-199398de1832,ten,0.04,Active,2023-05-01 23:48:17,63604
Saving,EUR,92823037-5507-4f4f-a275-21526829d549,551fe6a9-4cab-45da-af24-05f40e533d29,option,0.1,Inactive,2023-12-18 10:34:19,1921
Checking,GBP,f26239a5-a74f-462a-bd6b-bd0a71b31359,c2ebfa6d-04b5-479c-b778-f5241c761b2f,present,0.1,Inactive,2024-03-14 19:20:56,30828
Saving,USD,3b8f741d-72ce-46df-8050-7e939572239b,f1b05dd5-a883-41d7-9679-a7e3cf0f87d1,usually,0.07,Active,2023-05-10 00:19:18,50001
Saving,USD,1a6fd7ee-8566-4746-b9b2-5941ecefa608,2bbddbb7-bbad-483b-88f0-36a0e5a4c594,keep,0.1,Active,2024-03-13 16:09:14,35292
Saving,GBP,a3e54149-8399-49ba-bfe3-d9e661e242a5,04de1093-5e5c-4ece-a41a-a01e4a330f6b,art,0.04,Inactive,2023-12-07 15:44:01,45922
Saving,EUR,544e0959-4c6e-410b-9651-ba5e8ee12054,e883e00d-1210-48fb-b25f-9602392cd4b0,lead,0.07,Inactive,2023-10-05 19:09:09,32298
Saving,USD,320dfe55-b78d-48bc-af34-ba8c7d3c7775,42895d93-ff7b-4e69-812b-8bea493184a9,marriage,0.08,Inactive,2023-05-30 09:20:35,38000
Checking,USD,d3f8fbd5-a5a2-4f06-b579-77e537c47291,04de1093-5e5c-4ece-a41a-a01e4a330f6b,type,0.01,Active,2023-06-18 01:56:44,1123
Checking,EUR,9e12d545-e965-40c8-85f5-1903b14a834d,da096f46-bef9-4996-b4b4-377ea09791db,notice,0.03,Inactive,2023-04-30 01:34:21,22546
Checking,USD,2bef2bea-f150-4b92-b292-48db8c0d4aa7,3baa87d0-c52b-48f6-9957-d0a990dc6f70,his,0.1,Active,2023-06-25 08:18:01,94482
Saving,EUR,539cc41e-cabf-43f4-9914-4d6a2f69f223,86eeabc2-f250-4fe9-91bf-3da6a5818c19,throughout,0.05,Inactive,2023-06-29 09:27:23,83734
Checking,USD,37dc9aa3-de88-4a2e-8b02-fecda2ad5756,de1da2cd-cbeb-4338-a33d-672f7c44967d,direction,0.06,Active,2023-10-07 21:30:30,67732
Checking,EUR,209303ad-0cd5-4084-aa00-e73238e80e76,ff9a1714-43c2-4203-b264-ff431fa8549c,stay,0.07,Inactive,2023-07-18 12:18:49,18014
Checking,GBP,7940fe8d-d964-44f3-b71d-d078ae0da43e,42895d93-ff7b-4e69-812b-8bea493184a9,he,0.02,Active,2023-10-14 01:00:19,73173
Saving,GBP,5353acde-e018-47cf-b12f-f4a32f83bf09,f24ce5ce-6ef5-42b9-914b-1ba7da6e4f4c,pattern,0.04,Active,2023-08-02 04:38:06,59449
Checking,EUR,2c5f23ab-7d9d-46e1-a2f5-bba50cb0edfc,db70d3f1-ecb1-4106-91d5-c1c915549253,town,0.09,Active,2023-07-16 21:49:06,51655
Saving,USD,0b77b1bd-7e4d-4593-b5d5-c6a735cc7fa0,c2bdbcdc-f55c-410a-bb6f-8d8005df3f91,explain,0.08,Inactive,2023-07-18 22:38:55,97535
Checking,USD,fcec01b2-a052-450f-b38c-c6db408049bd,42895d93-ff7b-4e69-812b-8bea493184a9,yeah,0.01,Inactive,2023-05-11 00:54:50,59723
Saving,USD,7d345e17-a773-4ae1-a322-ed656fe82b3b,4eea8a84-769b-4fec-b153-831ba511900a,live,0.1,Active,2024-02-06 18:53:13,90214
Saving,EUR,d7f0a287-2a2c-4c7d-9e61-65a14b0610cc,0d57b811-2bf0-4b5a-80e4-fc016a07b324,while,0.04,Inactive,2024-02-16 12:38:43,71988
Saving,USD,213c8655-d9b7-4783-ad84-48be96b8eb66,c0ea811d-d094-4d7f-b239-2656e988b6d1,bring,0.09,Active,2023-09-15 07:53:53,21654
Saving,GBP,e7e1db42-1254-4b34-a8d4-dbc26bbaf248,f1df6dbf-6278-4c29-9bd0-4abbf47d032f,with,0.1,Inactive,2023-07-12 07:52:23,72125
Saving,GBP,86873253-7fff-49c5-9fab-bf4d5d28a8b5,b1089816-a051-45b3-b494-df6ab4507475,live,0.04,Active,2023-09-24 20:39:54,6234
Saving,GBP,fc38c081-904a-4ce8-a917-7669e765a52d,551fe6a9-4cab-45da-af24-05f40e533d29,record,0.03,Inactive,2023-10-01 10:31:04,2328
Saving,USD,1703c590-8869-4859-8e63-d756d174a336,c2bdbcdc-f55c-410a-bb6f-8d8005df3f91,relate,0.09,Active,2023-11-13 15:35:35,33221
Saving,USD,ac5e6682-6ff3-4fc6-be0d-a4b43cd09b48,1d8d64e5-fe21-421d-928b-8d668e792bd9,town,0.04,Inactive,2023-06-21 01:14:43,57825
Checking,EUR,05c60c93-7e67-44ab-b754-4a99317012a4,ff9a1714-43c2-4203-b264-ff431fa8549c,two,0.04,Active,2023-12-05 12:33:05,67560
Checking,GBP,d7f2b6c3-4a6a-4c2a-b014-1b658a211db0,d699c5cc-8cc4-4e0b-893a-102c8104cb85,begin,0.04,Inactive,2024-03-19 22:43:01,66980
Checking,USD,3c4c14d3-c89c-4d15-853a-816706c030b5,f24ce5ce-6ef5-42b9-914b-1ba7da6e4f4c,own,0.06,Inactive,2024-01-22 16:00:51,9350
Saving,EUR,05c60c93-7e67-44ab-b754-4a99317012a4,8e5bcc3a-ff53-4759-9661-ee501110600a,lot,0.02,Inactive,2023-05-07 17:27:09,70643
Saving,GBP,71e8a89d-80ff-48d1-bae8-8fbcf87363d3,d7704a55-ccc1-4a05-a5e1-64d6703b63e5,nature,0.09,Inactive,2024-01-15 18:28:08,85204
Checking,USD,ea0d200e-05d1-4825-a67f-017de10f6a9b,0d3cd7d9-2503-4b63-bec1-8ea5da31a4f1,necessary,0.09,Active,2023-11-28 23:26:41,63036
Saving,USD,8d2628bd-6a11-49b9-9dbf-f5211cc5a851,f1df6dbf-6278-4c29-9bd0-4abbf47d032f,wife,0.02,Inactive,2023-07-25 10:03:30,28052
Checking,USD,f432adf1-3c83-4106-a568-85cae9798c0e,53604252-da97-4254-9ef2-fa9fc293c634,executive,0.06,Inactive,2023-04-20 12:41:24,25912
Saving,USD,23fa7f76-8083-4eab-83c7-ba938bf25181,8387a989-c0ee-4109-b06b-8971c227f22c,teacher,0.06,Inactive,2023-06-21 05:32:59,30301
Checking,GBP,d7f2b6c3-4a6a-4c2a-b014-1b658a211db0,20ab2c5c-c776-4db9-9596-0a5c651d0b09,one,0.09,Inactive,2023-07-09 13:44:17,7568
Checking,GBP,45ecd903-a037-49a4-adc2-2da1d0e9244a,668f8a38-ecce-4b6b-9c0e-2d570dc6b8fc,sure,0.1,Active,2023-08-08 05:52:49,13849
Checking,GBP,d05ab3fc-7dc6-436b-bed4-d3c337c9de91,b3c9b51b-b289-422c-91bd-ce27c07842b6,as,0.02,Inactive,2024-01-27 00:40:42,71189
Checking,GBP,cd4f6801-02ce-486e-941b-0fd65eadc554,ff1065d7-6548-4e1e-a1a2-da14440b7469,film,0.04,Inactive,2023-08-06 04:46:23,31804
Checking,GBP,d32d87b1-92cb-40d5-a767-d5faec65e908,ff1065d7-6548-4e1e-a1a2-da14440b7469,live,0.07,Active,2023-05-12 19:51:43,97596
Saving,GBP,1d47632c-dd40-4b3a-9eb5-c001664a71e2,8f872c4a-480b-4737-b8b1-ce6ce9ed71a3,test,0.04,Active,2023-07-21 02:50:52,2463
Checking,USD,5916f943-6a48-48fe-bd7b-be948f4e9706,2b85b3f5-cc19-4ec4-af09-5101f082dc79,civil,0.05,Inactive,2023-10-10 16:51:16,13024
Checking,EUR,2e45d222-d4b2-4a70-a6b0-4bfd4b056efb,639cad89-9448-4c05-b396-704e4685885f,effort,0.06,Active,2023-12-02 14:04:43,38760
Saving,GBP,4753adb2-7555-48cd-b2bc-bf1701af99f0,6f40a3e5-67eb-4516-84b5-580c591e4c84,early,0.02,Active,2024-02-14 04:37:15,64759
Saving,EUR,1b900c47-37a7-42d2-9026-a5ee75a01b6a,0527553d-ebe5-4422-aca1-83bd08ec87a1,writer,0.09,Active,2023-11-19 04:23:57,43935
Saving,USD,ed3c5262-b05d-442c-be4d-4107fe184b01,c624ce46-c2c5-4d7e-8c7f-313f790b0864,gun,0.07,Active,2023-07-10 11:17:48,55501
Saving,GBP,5b5c0a48-3a06-4ca4-9ce2-3be8227a4ae7,ff0b7efa-b8ac-4d40-806a-ab268fed7301,defense,0.05,Active,2024-02-21 21:05:01,12116
Saving,USD,aca4f723-f02d-456d-b046-2d43b9223627,eb136d46-0d1e-4ba7-a306-7de1d99aa2fc,performance,0.03,Inactive,2023-06-01 22:47:26,80982
Checking,EUR,b5502657-5032-4890-b13c-82798b345946,86eeabc2-f250-4fe9-91bf-3da6a5818c19,style,0.08,Inactive,2023-10-01 07:01:11,31598
Saving,GBP,d3a3b086-7cc1-4e03-b72b-e868e8656124,e5fb0bbe-ce53-49db-b37c-3e54c3068d4d,family,0.07,Inactive,2023-07-14 18:00:37,99909
Saving,GBP,c354953d-f311-4bf3-817c-a2fa576efcf1,c624ce46-c2c5-4d7e-8c7f-313f790b0864,build,0.05,Inactive,2023-12-28 18:02:55,14876
Saving,GBP,459d4a2a-05bc-4e63-b3e5-ffe113a8fb90,6e16e19a-50f3-442e-9138-279acec4e635,admit,0.1,Inactive,2023-08-04 14:29:56,5643
Checking,USD,6795ea87-4997-47fd-8ad1-7794261d59c1,1bea3028-e80e-45dd-b04e-42fffc9f6b15,explain,0.07,Inactive,2024-01-26 03:29:34,62821
Checking,GBP,15c222d2-3862-4433-a1d1-e8cb3270479d,edefc661-a046-4de1-9a2a-5a3362b0dacd,each,0.06,Inactive,2023-08-02 08:02:12,81138
Checking,GBP,e0ed365e-4961-4fa6-92d4-2768e876c15d,1535b5e9-768a-445b-b5d4-dc1e4d0d37ec,of,0.09,Active,2023-12-20 15:41:35,46015
Saving,GBP,bc71998e-20c8-4d4b-aecd-0b51c6fef814,8f872c4a-480b-4737-b8b1-ce6ce9ed71a3,hope,0.1,Active,2023-05-28 17:38:59,37130
Saving,GBP,78d5d1c3-8eb5-4a0d-b60f-9f268145311a,8643dfd7-52b1-4dc9-93b1-e58aaf03e9e6,able,0.08,Active,2023-05-30 22:16:04,81448
Checking,EUR,e254dc56-05c8-4cda-b45b-2b6e8a8b7af0,f3fcd5f9-6e21-4fbd-b0ba-2c0a3a2bd024,song,0.03,Active,2023-12-20 09:11:39,81110
Saving,EUR,a4aa661d-58df-4a66-ac5d-a5b70a0d0fe0,d91b0fad-6248-4136-b4b3-faf5806c73ad,avoid,0.05,Inactive,2023-11-23 03:57:45,24108
Saving,EUR,46e68c8f-4c67-4917-86fa-fcf672e00a20,cde859d4-b72d-452d-a480-f0ef4209c5ad,indicate,0.01,Active,2023-05-24 13:11:49,55467
Saving,EUR,f2b7e3bf-d398-4437-840f-8e298e44c9b4,6f40a3e5-67eb-4516-84b5-580c591e4c84,experience,0.04,Active,2024-04-03 12:47:30,30779
Checking,USD,b34f62d8-c46b-49ce-a91b-d41f5673eac8,626f9ec2-95ae-4591-8304-78aca38dc67a,most,0.05,Inactive,2023-08-07 11:39:01,33475
Checking,USD,b53189d2-add3-4d4e-8805-9ad03575b83f,53604252-da97-4254-9ef2-fa9fc293c634,continue,0.01,Active,2023-06-29 16:15:07,69683
Checking,GBP,e0c16541-59a1-49d9-b98a-6cdd47dac8c5,1eb02ff3-6ab8-412b-a570-1dc37380fd8c,everything,0.03,Active,2023-08-27 13:05:28,68784
Checking,USD,c5b3c886-6153-4a7b-88cf-31bd7f9b82a0,85785025-6b4c-4f73-9f3a-9a07dbe4b229,improve,0.02,Active,2024-03-08 15:29:23,23431
Saving,EUR,73ec5b67-339f-4b7d-af95-baca2f885a58,edefc661-a046-4de1-9a2a-5a3362b0dacd,capital,0.1,Inactive,2024-01-18 18:02:10,50740
Checking,GBP,3ee7f58c-4fa6-4980-ace5-4bf50f4d63b7,43de0380-bdaf-4600-84b8-4bd44df6eeac,similar,0.09,Active,2024-03-06 10:58:55,8334
Saving,EUR,78d5d1c3-8eb5-4a0d-b60f-9f268145311a,8387a989-c0ee-4109-b06b-8971c227f22c,responsibility,0.1,Inactive,2023-10-24 05:51:10,33961
Checking,GBP,03bfcfbe-6ed0-4899-a081-f48282d83046,e883e00d-1210-48fb-b25f-9602392cd4b0,also,0.09,Inactive,2023-12-28 12:12:27,5649
Checking,GBP,dc33a55d-1a27-476b-9504-21a60ee3b184,4eea8a84-769b-4fec-b153-831ba511900a,cut,0.09,Active,2023-08-26 20:36:55,58710
Checking,GBP,64508419-81f7-4a94-beb3-d25dd5059aca,c0ea811d-d094-4d7f-b239-2656e988b6d1,face,0.04,Active,2024-02-25 01:49:53,5612
Checking,USD,e9cf9f1b-0ea7-416e-9fa5-d30e1c333486,ff3d0f07-4ed6-4106-89cb-636bffc32d79,discover,0.02,Inactive,2023-11-27 10:38:04,21261
Checking,USD,042c1b7a-85d2-4b3f-8542-74c9bec6bb38,88471f5a-adcd-4a48-9ea8-b9941c969410,already,0.02,Active,2024-01-21 22:44:33,41584
Saving,EUR,b9672535-d2cf-4985-9fd3-1e14406a11b0,5eec1a34-36a0-42a9-9c6b-6efe347bccd9,student,0.07,Active,2023-08-23 12:24:19,74043
Saving,GBP,8dd11d8b-0c34-4c32-a3a9-a35562805d1b,8387a989-c0ee-4109-b06b-8971c227f22c,believe,0.03,Inactive,2023-11-26 02:57:29,49125
Saving,USD,2fb581ef-eb76-46cb-b6d5-a9b5b708e0ca,c98eb443-0a39-476c-b59b-8aa06732e3c9,hope,0.03,Inactive,2023-04-28 05:48:31,92929
Checking,GBP,bb7fca81-b518-4d72-8d54-c84a108e961a,0d3cd7d9-2503-4b63-bec1-8ea5da31a4f1,pressure,0.06,Inactive,2023-09-08 21:19:06,51497
Saving,USD,33e0cbe6-39b4-4877-88f6-639183e27755,b1089816-a051-45b3-b494-df6ab4507475,hot,0.08,Active,2024-04-14 04:02:40,99703
Saving,EUR,5c36ed8e-409a-46f2-8f31-28caa63d94f9,2b85b3f5-cc19-4ec4-af09-5101f082dc79,drop,0.04,Active,2023-05-07 13:41:53,70708
Checking,EUR,e729bc5a-c648-4bb4-a1da-635e24cd24ee,f1b05dd5-a883-41d7-9679-a7e3cf0f87d1,government,0.03,Active,2023-12-21 23:32:47,49409
Checking,EUR,0ecd6408-f86b-46f1-9ccf-802b4ffb35cf,c98eb443-0a39-476c-b59b-8aa06732e3c9,off,0.08,Active,2023-06-12 20:18:14,15437
Checking,EUR,35a66c6e-5b3d-44ff-8dce-3d32f8dd139d,8387a989-c0ee-4109-b06b-8971c227f22c,game,0.09,Active,2024-01-13 05:39:06,19787
Saving,EUR,25c67cda-2f9f-4a93-bb4d-45e73e87d2f7,da096f46-bef9-4996-b4b4-377ea09791db,level,0.01,Inactive,2024-02-08 17:15:30,71003
Checking,GBP,c6c06713-5796-41da-b93a-85c743c8b2ed,0527553d-ebe5-4422-aca1-83bd08ec87a1,fear,0.04,Active,2024-01-08 03:34:55,9141
Checking,GBP,2fb581ef-eb76-46cb-b6d5-a9b5b708e0ca,7b6db9f5-f2b8-4564-b188-09ff7ea95069,receive,0.08,Active,2024-01-12 15:05:42,43707
Saving,EUR,e3d0ce4c-55ac-4e0b-9cfc-cb7fc6e60cd0,3baa87d0-c52b-48f6-9957-d0a990dc6f70,threat,0.06,Inactive,2023-09-19 03:02:36,76743
Checking,EUR,acdecda2-2fea-43f3-9027-d253378597c7,86eeabc2-f250-4fe9-91bf-3da6a5818c19,thousand,0.02,Inactive,2023-08-09 20:20:27,69341
Saving,EUR,309c8672-7012-4451-b531-d34340c19f78,43de0380-bdaf-4600-84b8-4bd44df6eeac,through,0.02,Active,2023-12-10 12:50:08,47216
Saving,EUR,6a9cd3af-6a37-4540-8b51-80170b59f4b1,7db308e2-8cc1-471c-9584-9629803062d9,college,0.07,Active,2024-04-09 17:27:58,54307
Saving,USD,c3b06744-3ab2-4211-987d-36abee2566ab,8357fa56-54fc-4a9d-849c-a7b5d4c1f23b,director,0.07,Inactive,2024-01-10 14:51:04,63977
Saving,USD,67efc8ed-ff29-4b85-b098-1397d559427e,a0ed56b0-f7e7-47fe-a6fa-546c15c64209,toward,0.01,Active,2024-03-31 03:48:30,34429
Saving,GBP,0fed6d27-f314-4efc-bb61-62611393c93f,3baa87d0-c52b-48f6-9957-d0a990dc6f70,growth,0.05,Inactive,2023-08-28 13:48:14,10071
Saving,GBP,6a432e53-61d2-46a7-9034-8f94351fc6b5,d699c5cc-8cc4-4e0b-893a-102c8104cb85,room,0.09,Inactive,2023-05-02 00:18:24,36734
Saving,EUR,eea76820-3fb9-42da-bff1-983ff0c839bd,668f8a38-ecce-4b6b-9c0e-2d570dc6b8fc,institution,0.01,Active,2024-02-23 13:29:01,26125
Checking,USD,61e99412-62b8-461e-b030-bc0bca4a9ee1,8f872c4a-480b-4737-b8b1-ce6ce9ed71a3,then,0.1,Active,2023-07-21 12:52:22,97649
Checking,EUR,7dd1de00-f183-4c2f-afe4-453ffd866bde,edefc661-a046-4de1-9a2a-5a3362b0dacd,receive,0.02,Active,2023-06-21 18:46:40,83636
Checking,EUR,9bba4702-0bf3-48de-bcc7-7362774ff59c,4dcbc30f-6af8-4180-b3ce-0b5466f58f02,oil,0.03,Active,2023-06-20 01:04:14,47813
Checking,GBP,7f272ff5-8aed-4407-b8b0-92e81c385799,8e7d0511-aac9-49f1-86ba-ab06969541d6,building,0.05,Inactive,2024-02-12 03:50:51,90981
Saving,USD,71e8a89d-80ff-48d1-bae8-8fbcf87363d3,1eb02ff3-6ab8-412b-a570-1dc37380fd8c,woman,0.08,Active,2023-08-11 23:54:03,49166
Checking,GBP,5b5c0a48-3a06-4ca4-9ce2-3be8227a4ae7,ff9a1714-43c2-4203-b264-ff431fa8549c,send,0.04,Active,2024-04-04 17:29:17,81357
Saving,USD,4d1f88c7-615f-43f0-9741-cd2a625fe23f,86eeabc2-f250-4fe9-91bf-3da6a5818c19,represent,0.05,Inactive,2023-08-31 18:58:14,96582
Checking,USD,19b1bfc7-1020-41fb-a759-110e8c97a89e,f24ce5ce-6ef5-42b9-914b-1ba7da6e4f4c,she,0.04,Active,2023-10-07 06:32:18,30661
Saving,USD,fe60d1e7-42f0-4fcb-aac1-4a8fa6b70b7a,b09547e1-210e-4e28-ac77-e424e5e9faf8,significant,0.05,Active,2023-08-22 06:52:00,44617
Saving,USD,3140994e-8dd8-405a-96e8-354de2fcb558,95e4d2aa-e38c-406c-b2eb-f6da7f98d2b0,election,0.01,Active,2023-09-05 10:36:45,69158
Saving,GBP,0bb50397-e85f-4e8f-a313-1886a5be7a37,c624ce46-c2c5-4d7e-8c7f-313f790b0864,letter,0.02,Active,2024-04-04 08:05:15,63703
Saving,USD,14a16734-17b9-4862-93c0-04877a3ae95d,c2bdbcdc-f55c-410a-bb6f-8d8005df3f91,again,0.02,Inactive,2023-10-25 01:44:20,70149
Checking,GBP,1d1b9bc7-acb7-4cc0-9208-ff95026dd2c7,db70d3f1-ecb1-4106-91d5-c1c915549253,natural,0.08,Inactive,2023-07-31 11:04:56,90324
Checking,EUR,fbcf6137-8151-478d-993d-fa3cdaa395b2,e9ce12bc-0b12-4ed5-977a-305d4f622210,happy,0.01,Active,2023-09-26 16:52:44,38803
Checking,GBP,b8734e39-115c-4c80-bda8-fedf52353b8f,668f8a38-ecce-4b6b-9c0e-2d570dc6b8fc,strategy,0.06,Inactive,2023-11-10 23:57:13,87546
Saving,GBP,6f8521b4-b013-44a7-8dc3-577e122ee7e6,21e490f8-50cc-496a-bfb5-2727fe03aad8,culture,0.07,Inactive,2023-09-27 12:18:16,75758
Checking,EUR,09f6efa2-d923-47a1-866b-040286520248,e5fb0bbe-ce53-49db-b37c-3e54c3068d4d,without,0.07,Inactive,2023-04-26 02:34:07,68031
Checking,GBP,f8a15c72-4400-46d6-a036-e9449d9b7a94,1bea3028-e80e-45dd-b04e-42fffc9f6b15,adult,0.08,Active,2023-05-07 01:18:58,99844
Checking,EUR,a06b32c9-ea87-42c7-ab8d-6f3cd2842dc6,a8bff895-1cb2-47ae-b610-e7579bd6507b,animal,0.05,Active,2023-11-08 04:14:43,94682
Saving,USD,b1ac3556-7a63-4ef7-8e11-808e06792b9d,16c67678-7651-4a44-ab89-0514574e8d32,everything,0.02,Active,2024-01-27 16:40:35,43998
Saving,USD,7dfb2272-98e8-4099-a737-836d8a2f5ae8,b09547e1-210e-4e28-ac77-e424e5e9faf8,plant,0.09,Active,2023-12-05 11:04:34,86161
Saving,GBP,a6d7f9b5-7152-4956-81b9-59bed5d7ff08,21d1fef6-9ee9-4d4c-969d-7d19538f693b,area,0.05,Active,2024-02-07 18:56:39,90462
Checking,GBP,5298eae2-d72f-4b13-95e2-46abc306b1ca,2b85b3f5-cc19-4ec4-af09-5101f082dc79,live,0.09,Inactive,2024-01-14 16:41:23,86708
Saving,GBP,0ba5b888-f28d-4589-bec0-656fa5a85142,551fe6a9-4cab-45da-af24-05f40e533d29,bring,0.01,Inactive,2023-12-30 23:32:18,98245
Saving,GBP,f8328574-f49d-4c87-8261-6154f6919153,30b7b059-8691-4aa8-b351-0f971b75d7d8,cause,0.07,Inactive,2023-08-08 22:35:22,49628
Saving,EUR,e184351b-1b0f-45a0-a833-8a26b76a1eba,8387a989-c0ee-4109-b06b-8971c227f22c,quite,0.04,Inactive,2024-03-10 19:50:35,79470
Saving,GBP,8f2abaa9-6554-4a55-990e-5b8158ea2a65,c2ebfa6d-04b5-479c-b778-f5241c761b2f,already,0.02,Active,2023-08-30 10:34:57,22748
Saving,GBP,c354953d-f311-4bf3-817c-a2fa576efcf1,d7704a55-ccc1-4a05-a5e1-64d6703b63e5,still,0.05,Active,2023-09-19 13:03:01,56842
Checking,GBP,579bdb26-1b89-473f-9f69-be97f5f5d1e2,0527553d-ebe5-4422-aca1-83bd08ec87a1,end,0.08,Inactive,2024-04-03 14:12:36,47374
Saving,GBP,38480bda-a6a7-44a3-a081-3eed57844ee7,c2bdbcdc-f55c-410a-bb6f-8d8005df3f91,forward,0.03,Inactive,2023-08-09 18:28:44,61896
Saving,EUR,e2e19055-e322-4027-8e5a-f9d0dfe72a2d,5eec1a34-36a0-42a9-9c6b-6efe347bccd9,president,0.1,Active,2023-09-20 21:08:04,50033
Saving,EUR,19b1bfc7-1020-41fb-a759-110e8c97a89e,db70d3f1-ecb1-4106-91d5-c1c915549253,eat,0.04,Inactive,2023-12-29 17:12:16,3741
Saving,GBP,8d2c0522-8019-49b9-8e69-2482a415185c,ff3d0f07-4ed6-4106-89cb-636bffc32d79,garden,0.07,Inactive,2024-01-22 14:28:02,58886
Checking,USD,b0065072-e32d-4892-aae1-19cb7f088e46,6c7de3de-6014-42f5-8327-fb5210c2dbfe,girl,0.06,Inactive,2023-07-29 09:27:57,88171
Checking,EUR,42e24f7e-ed9d-414b-9968-82fb158ae600,5cf637df-79f1-4b79-8996-624b31322283,necessary,0.06,Inactive,2023-11-19 09:38:10,61335
Checking,GBP,dc16270a-b424-41e3-9fe1-3f446aa28a96,8387a989-c0ee-4109-b06b-8971c227f22c,chance,0.1,Active,2023-12-03 23:42:35,95245
Checking,EUR,9b27fe60-57f2-4a40-a29d-c6f6a088840a,b3c9b51b-b289-422c-91bd-ce27c07842b6,huge,0.03,Inactive,2023-07-11 07:18:35,78579
Saving,EUR,ce4b6cfa-915d-4a72-90e2-e2cdc6c9a905,53604252-da97-4254-9ef2-fa9fc293c634,check,0.1,Inactive,2023-08-12 04:33:03,11997
Checking,GBP,70df80a2-8b12-4560-82f5-806cadcaa10f,626f9ec2-95ae-4591-8304-78aca38dc67a,become,0.02,Inactive,2023-09-30 16:07:27,5391
Checking,EUR,16237d1e-bd80-4dbd-8cbf-9a4f33549cb9,150f753c-fc5a-4017-85f0-9bdeb6eebb22,but,0.08,Active,2023-08-09 18:24:59,51063
Checking,GBP,7bf6f5b8-27f0-4d68-841c-1321ca41d56a,c7888ffc-2f6b-4fe2-b40e-d8dc60535ee8,similar,0.08,Active,2023-09-03 11:48:58,81753
